Movie,Review
Harry Potter,"I saw ""Potter"" in an open frame of mind.  I have not read the books, and know next to nothing about the whole Potter phenomenon.  I'm also not particularly into the occult, though that can be interesting, like anything else."
Harry Potter,"Raised by a family who detests him, Harry Potter (Radcliffe) learns he is a wizard and soon finds himself at school of magic Hogwarts."
Batman,"Christopher Nolan (and cast) have pulled off what I hadn't dared to dream - a Batman every bit as good as Burton/Keaton's vision - and eradicated the camp, feverish memories of Clooney, Kilmer and (cough..) O'Donnell."
Harry Potter,"""Harry Potter and the Sorcerer's Stone"" is devotedly faithful to the book. "
Batman,"Finally, it was the movie which reconciles the real Batman fans with the hero itself. Not a Joker, nor a Cat Woman or a Penguin, or either a Riddler can push him aside this time. As well as all the Two-Faces, Poison Ivys and a Mr Freeze to ice this all over. This is hot ! We explore here the true origins of the Bat Man, alias Bruce Wayne, whom, in fear of bats and to cure his thirst of justice after the murder of his parents, had to be picked up by a Ninja clan after serving some time in an Asian jail. However, those who train him had more than justice in their minds and Bruce must flee in order to serve justice in Gotham City, now rotten with corruption and crime all over. But he must do justice with the help of Wayne Enterprises, the company owned by his late father and that he inherited. He'll soon find out this company is as well mingled in organized crime, and it's with the help of one Luscious Fox, employee of this company, as well as the Wayne's butler Alfred, that he might find what he was looking for, and support from a childhood friend, Rachel, the D.A.'s assistant, who secretly roots for him, and Lieutenant Gordon, only ally of the Police Force who believes he is not another vigilante."
Batman,"I liked the world Tim Burton created for his Batman movies pretty well. Let's face it, for a real fan of the books, the TV series and one movie were a real disaster. Burton, at least, wasn't making a camp spoof. I was less impressed with the Joel Schumacher take on the Caped Crusader, however and really didn't think the franchise was going in the right direction. They really hadn't found the right combination of Bruce Wayne and Batman in a single actor, either."
Batman,"To put it rather simply, ""Batman Begins"" is not just the best Batman film, it is the best comic book adaptation film ever made... yes, keeping in mind ""Sin City"" or ""Spider-Man 2"". Never before the screenplay was such mature, never before a storyline was such intriguing and never before a superhero film is backed by such a strong cast. But, giving proper respect to all the other departments like screenplay, acting, sound and visual effects, I must say this is Christopher Nolan's film. Hats off to you Mr. Nolan, you had taken a risk by attempting a film on how Bruce Wayne became Batman. It was a daunting task even Tim Burton couldn't try. But you reached a height beyond our expectations. I think even the harshest Wayne fan should be more than happy."
Batman,"Chris Nolan's 2005 Cult Hit 'Batman Begins' is one of my all-time favorite films. A fantastic film in all aspects! Nolan presents Batman like never before, he justifies everything and that too in the most interesting manner. I've seen this flick at least, 5-6 times and I keep loving it more and more and more. A winner all the way! "
Star Wars,"After the debacle that was The Last Jedi, I (and many other lifelong Star Wars fans) had hoped that lessons would have been learned at the House of Mouse, and that the final film in Lucas's proposed nine-movie saga would end the franchise on a high. Sadly, this is not the case."
Harry Potter,"It is fascinating to see what stories and universes land so well with audiences. Harry Potter became one of those lucky stories that captured the hearts and imagination of millions. We see what a creative mind J. K Rowling has in this first film in the series. Despite introducing an intricate and brand new universe, The Philosopher's Stone does a good job in setting up this magical word of Wizards and spells and introduces us to some key characters that many have grown to love. The plot is simple enough and easy to follow and there is enough action to keep you engaged."
Batman,"To start off this review I'd like to go back to the original batman series. Adam West hammed it up in what has to be the campest yet enjoyable version of batman. It was cheesy, it had the POW, WHACK, KABOOM, very very tongue-in-cheek which, brings me to my next point, is what batman eventually became. Batman, featuring Michael Keaton was a good film, keaton was a good batman, he portrayed the dark knight to a whole new army of fans, a darker batman, less camp, plus with a villain such as Jack Nicholson (turning in another great performance) as the Joker it was win win. Where from there? A sequel, Keaton yet again, Batman Returns, not as good as its predecessor but still a thoroughly enjoyable film with the villains being Penguin (Devito) and Catwoman (Pfeiffer) adding something different to the batman series. All is going well, then things start to go sour. Keaton is gone and in comes Kilmer who has to be the most wooden Batman ever, in come the clichés, the tongue in cheek one-liners and so on but Batman still has some credibility until, dare I mention it, Batman & Robin. This ruined the Batman series with Clooney just being the eye-candy for the ladies, the addition of Batgirl (oh dear Lord) and the villains just coming out with the most tongue-in-cheek one liners ever, example Mr Freeze ""You're not sending me to the cooler"", wrong, oh so wrong. Something had to be done and this was Batman Begins. This film rescues the Batman series single-handedly, it's a shame it didn't start off this way as it might not of died on it's rear. Bale is an inspired choice as Batman bringing a more serious side to Batman, the story is well paced, it's not all talk or just mind-numbing action, it actually keeps you gripped as you want to find more about Bruce Wayne's past. The only reason it misses out on a 10 is the quite pitiful bad guy scarecrow If you've not seen it I don't want to give too much away about the story but throw away all your perceptions about Batman because Batman is back and Batman has truly begun. D-man."
Harry Potter,"I'm a big fan of Harry Potter; the books AND the movies. I can easily say that the first movie of the series is my favourite among all 8 HP movies, and it's also one of the most successful adaptations among films based on books. It must have been a huge challenge to reflect J.K. Rowling's amazing world to the big screen, and equally challenging to do so with three main characters who happen to be only kids at the very start of their acting career. However, everything's done so professionally that the magic in the book is transferred into a movie which is interesting for almost any age group in my opinion. The glory of the unique adventure of Harry Potter is nicely put in the screenplay and every little detail from costumes to locations are blended into a movie which is only the beginning of a legendary saga."
Harry Potter,"This was a pleasure to watch. Eager fresh faces, a galaxy of veteran British actors, sparkling photography, a sympathetic main character, a truly brilliant set piece (the Quiddich match), plenty of action, a pleasing combination of the real and the fantastic in set design and plenty of appropriate special effects. It was amusing to see the absurdly pompous ground floor of Australia House in London as the banking chamber of Gringott's Bank. I'm afraid to say the people behind the counter in real life are just as unsympathetic as the goblins of Gringott's. It must be the architecture."
Star Wars,"Hopefully, this is the last one; I don't know if I could bear to see how much worse it could get. With Rogue One, Disney proved they could find writers capable of doing Star Wars, and with this one they proved that they don't really care. I've seen nearly every scene in this one in a previous installment... nothing really new here. Nevertheless, I would recommend that every Star Wars fan watch this... just for closure."
Harry Potter,"Harry Potter and the Sorcerer's Stone is what a book adaptation should be. The only things left out of the movie were very minor. This tells the story of a boy whose parents were killed when he was young and been mistreated by his aunt and uncle. He receives a letter about a school named Hogwarts. There, in his first year with his friends Ron and Hermione, he must stop wrongdoing of a couple teachers. The cast was wonderfully casted. Daniel Radcliffe is fantastic and looks the part of Harry. Everyone else is perfect. As I mentioned above, the adaptation is great. The movie even used the same quotations as the books. The music is memorable. I liked John William's Hedwig Theme. The costumes are good-looking and so is everything else. This movie will leave a magical imprint on your minds and this is only the first film. I rate this magical adventure 10/10."
Star Wars,"Absolutely a disgrace to writing and cinematography. Breaks established lore, pacing is horrendous, several things are just left in the movie and never followed up upon, and you do not have time to connect with any characters. It is so terrible that it is not even fun to make fun of it, it just makes you sad."
Star Wars,"Tick box agenda:
1) Bad screenplay - check
2) Bad casting - check
3) CGIdiocy - check
4) sketchy editing - check
5) subpar soundtrack - check
6) adequate cinematography - check
7) overall lameness - check
8) bad ending - check
9) childhood memories rewritten - check"
Star Wars,Star Wars: The Rise of Skywalker begins with Emperor Palpatine's voice. J. J. Abrams imitates everything from the original trilogy that he didn't already clone in 2015's The Force Awakens. Rey suffers from flashback (again) and is constantly reminded of her parents. J. J. Abrams' second Star Wars film is Rise of Skywalker.
Harry Potter,"Quite watchable but basically a children's classic that has adult audiences agog on the basis of the books. The book was exceptionally well-written and this is probably one of the things that draws in the adult reader. The film, on the other hand, whilst a reasonably faithful and engaging adaptation, adds little beyond putting amiable faces to the names of the characters. All very competent and a must see for any Potter fans, but hardly outstanding in its own right."
Harry Potter,"When I first heard that there was going to be a film remake of the Philosopher's Stone, I thought ""Oh no, they're going to ruin it."" Because as so many people have said in the past to me, a film version of a book is butchered. However, I went to see the film with high hopes, and thankfully, I wasn't disappointed."
Batman,"Finally. FINALLY!!!! I love the Batman cartoons; Justice League, and even Batman Beyond. But I tire of cartoons, and they lack visual impact. I didn't like any of Burton's versions. I never bought Keaton as the dashing billionaire playboy smart enough to pull off a double-life. I liked Val Kilmer, but thought the vehicle itself wasn't good; too campy, too over the top. But this... it simply doesn't get better. Great storyline that defines not only the character of Batman, but also of Alfred (who supports and assists Bruce in these somewhat unusual endeavors), Gordon, Lucius Fox and even the city itself and the Batcave. The history created in this story, and the characters that populate it are 100% credible. It was so real; so believable. Christian Bales was perfect as Bruce Wayne and Batman - not necessarily the most dashing of playboys, but obviously even that played into the aspect of Bruce Wayne trying to define himself and this life. Bruce Wayne was smart -really smart - and thoughtfully developed so that the audience could understand the method behind Batman's madness. Finally, The Dark Knight wasn't just a man with a grudge - or a man on a mission. He was a man with a vision who wanted to not only wanted to avenge his parents, but wanted to make criminals afraid of being criminals. And through it all, his own code defines his actions, and determines which boundaries he will and will not cross."
Batman,"Batman Begins is just so different, if you are expecting it to be like Burton's you will not only miss this film, but you will miss out."
Harry Potter,"I cringe each time I hear the name, or see its going to be on telly etc. I actually get angry. I can not STAND it."
Harry Potter,"""Harry Potter and the Sorcerer's Stone"" or sometimes also ""Harry Potter and the Philosopher's Stone"" is the first film from one of the most successful movie franchises in cinema history. The books were written by Joanne K. Rowling and adapted by Steve Kloves (not a name to many), who also directed ""The Fabulous Baker Boys"" earlier in his career. It is about a small boy with hidden powers, who is not particularly liked by his uncle, aunt and cousin. They took care of him after his parents died when he was a baby. So he gets picked up by an unusually looking, rather gruff magician and taken to Hogwarts. Hogwarts is not a normal school. While the bonding with fellow students, the fraternities and sports activities are there as well, everything is just a little bit more magical and different."
Batman,"I've just come back from a preview screening of Batman Begins. I went in with low expectations, despite the excellence of Christopher Nolan's previous efforts. Talk about having your expectations confounded! This film grips like wet rope from the start. I won't give away any of the story; suffice to say it mixes and matches its sources freely, tossing in a dash of Frank Miller, a bit of Alan Moore and a pinch of Bob Kane to great effect. "
Star Wars,Out of all the new Star Wars movies this had the most Star Wars feeling. It gave fans all those moments they wanted from last Jedi but didn't get. Finally there is a villain to be afraid of and there are some great scenes that will be remembered for a long time. Kylo Ren is again the best part of the movie. The only problem I had is that some things were rushed but you could see that abrams was trying to fix the narrative after rian Johnson toyed with it. In all it's a fun and good movie for Star Wars enthusiasts. Ignore critics review just like return of the Jedi got shafted by critics. This movie does not deserve the criticism it is receiving
Harry Potter,"Who hasn't fantasized about receiving a letter of acceptance from Hogwarts? The author and the filmmakers are too good, and they have created a whole new world.What attracts me most is the charm and novelty of magic, the magical 9 and 3/4 platform, the wonderful magic school, the lively small partners and so on, all of which make me surprised and surprised."
Star Wars,"I'm gonna start with the good. I love almost everything with Kylo/Ben (I even don't mind the kiss scene, whatever). To me, he is probably the one character in this sequel trilogy that has a consistent arc all throughout. I love that he redeemed himself, his fight scene with the knights (even though they are USELESS in this trilogy) is great, his fight with Rey at the Death Star is probably my favorite moment of the entire movie. I like his scene with Han, and even with all we know about the situation with Carrie Fisher, I think they handled they relationship fine, the fact that her death is what makes him turn to the light side again is beautiful. Again, the only character that has an arc throughout, he is by far my favorite thing about this trilogy."
Batman,"As every review of ""Batman Begins"" mentions, the Batman franchise self-destructed eight years previous when Joel Schumacher's ""Batman and Robin"" turned out to be an unmitigated disaster. The campy elements of the franchise had overrun Schumacher's two films, and now the studio turns to virtuoso indie director Christopher Nolan and ""Blade"" screenwriter David Goyer to revive their classic superhero. Marvel Comics heroes have been ruling the screen for the last several years, and now it's only fitting that DC get in on the act. Christian Bale picks up the role previously essayed by Adam West, Michael Keaton, Val Kilmer, and George Clooney, playing a younger and much more dramatic Bruce Wayne/Batman than any of the other actors had (although Adam West's series retains its campy nostalgia value). As is fashionable these days, a young rising star is surrounded by a phalanx of veterans performers: Michael Caine, Morgan Freeman, Liam Neeson, Ken Watanabe, and Tom Wilkinson have between them three Oscars and a further ten Oscar nominations. Add to that Rutger Hauer, Cillian Murphy, and Katie Holmes, who does surprisingly well with her role, and you have perhaps the best cast assembled for any film this year. Gotham City is no longer the twisted, stylized metropolis of past Batman films, but a relatively normal city, which adds to ""Begins""'s authentic feel, much like Bryan Singer's ""X-Men"" movies. My one complaint has to do with the way Nolan chooses to shoot the hand-to-hand fights, which is in extreme closeups and rapid editing that makes it difficult to understand what is happening. The fights could have benefited from a more remote vantage point and less frenetic editing. Regardless, this adventure gets a 10/10."
Batman,"""Batman Begins"" is an absolute triumph!! Christopher Nolan has done what Tim Burton and Joel Schlockmacher could not. Give us a caped crusader with a totally believable human side to him. Where the earlier films seemed to be mainly about casting gimmicks, ""Batman Begins"" is purely about the story. And what a terrific story."
Batman,"Batman Begins is a fresh and exciting take on the classic superhero character. The film takes a more grounded and realistic approach to the Batman, exploring his origins and the events that shaped him into Nolan & Bale's incarnation of the Dark Knight. The film features a strong supporting cast, including Liam Neeson as Ra's Al Ghul and Cillian Murphy as the Scarecrow, and a compelling story that will keep you engaged from start to finish. The film's darker, more serious tone really helps to create a sense of urgency and tension, making it a truly unforgettable experience. Overall, I've rated it a 9/10 for its excellent storytelling, standout performances, and innovative approach to the character."
Harry Potter,"Back when I started reading the Harry Potter books I thought they would just be pulp fiction type, churned out novels with no real substance, but I actually quite enjoyed them, so when the movies came out I was worried."
Harry Potter,"The sequel as well as the book has turned out excellent. At last that in the 2nd movie more attention was paid to the main antagonist. The truth here Tom Redll looks too romaticized, than in the latest books and movies of the saga. The 2nd part very much of a campaign on the first, it is the last ""children's"" part. The only thing that it became much better - dynamics of successions of events has considerably accelerated. The first part nevertheless was too linear and short (I mean only the movie), and the introduction tightened."
Star Wars,"I'm in Shock at how the Writers had a Gem Stone of a Story, in Rey Potentially Uniting With Kylo Ren and Becoming the most Powerful Force in the Galaxy. This would of set the course for the Next 3 Movies with Rey and Kylo Ren being the Villains and opening up the Flood Gates for more interesting protagonists to come in and try and overthrow their Rule."
Star Wars,"Pathetic copying of the storylines by previous two parts from first trilogy regressed at the end to very sad ending of creativity and storytelling. Chaotic storyline, forced events, but mostly teleportation and resurrection crossed the final line and proved that there was no story to tell. It was forced on screen purely for the purpose of making profit not cult movie.
Star Wars was dead in minds of creators of The Rise of Skywalker, but they decided to keep kicking dead horse anyway.
Very sad to see it happen with my own eyes."
Batman,"I also had reservations for it since i wasn't really a fan of batman to begin with and all of this franchise business is going from bad to worse with the exception of star war III. Comparing it to Superman Returns i must admit that Batman Begins is way better! The atmosphere really surrounds you, when it's emotional you are emotional and when it's active you are active. Encircled in this atmosphere you feel part of the movie and for two hours you leave your current life and become the Batman!! Also you learn about the history of Batman as the movie suggests Batman begins. Only one thing i would like to see is a bit more detail on how the suit is made and selected however i take into consideration that they would either have to make it two movie to contain all the details or one long one with data missing... they opt the latter."
Harry Potter,"First let me say I have not read any Harry Potter books, and I think that is an advantage to enjoying these Harry Potter films. Second, let me say I am a Christian and a grandfather, and I found the witchcraft not one bit troubling.  It's a movie, after all, and in the end ""love"" is the main quality Harry Potter is credited with."
Harry Potter,"Harry Potter is an Orphan who on his eleventh birthday discovers he's a wizard and is called to term at Hogwarts School. But Harry is soon to find out that his past, and his destiny, is a truly remarkable, magical, and terrifying thing."
Batman,"Batman Begins is an incredible origin story that's emotional, atmospheric and thrilling. Christian Bale is incredible as Batman/Bruce Wayne and Katie Holmes is great. Michael Caine, Morgan Freeman and Gary Oldman are all perfect. Cillian Murphy and Liam Neeson are excellent villiains. Christopher Nolan's direction is incredible and it's extremely well filmed. It's expertly paced, the visual effects are excellent and the music by Hans Zimmer and James Newton Howard is amazing."
Batman,"This film is by far the best superhero film to date with maybe the exception of V For Vendetta. It is a fantastic reinvention of the genre none the less. Christian Bale is absolutely brilliant in this he owns Batman in this film he shows how Bruce Wayne became Batman and shows the emotions behind his crusade. He makes Bruce Wayne the main character not Batman. This realism is what makes the film so revolutionary it is by far the most realistic superhero film I have ever seen. Batman doesn't defy the laws of physics, Gotham isn't an over blown fantasy it looks as it could really exist in the states and the villains aren't fake people there real criminals. The cast is brilliant and its not dominated by American's with the exception of Holmes and Freeman. The main cast, the major characters are all British/Irish brilliant actors none the less. The writing in this tale is also masterful as it is heavily influenced by Frank Miller and other Batman comics. This is a film you need to see however you can."
Harry Potter,"As a young-adult who missed to watch the Harry Potter series when released, I always felt like missing out on something. Trying to meet those experiences at a later age. I know for a fact a 12 year old me, would probably love this movie and would totally be into the whole series. Moreover this movie is still enjoyable, although I have been exposed by many media exposures of most scenes or even whole plots this was still entwrtaining. As I heard before ""There is no cast better chosen as in Harry Potter."", I have to agree to that! Although now seen as classic Potter-actors this first part really highlights how much they fit the characters made by Rowling (somehow I only remember reading her first book). I'm looking forward to the rest of the series to enjoy at a later age as my surroundings!"
Star Wars,"Nearly two weeks on, I'd hoped I would have a better handle on my opinion of Episode IX by now, but frankly... I'm not sure I do."
Harry Potter,"It's hard to imagine just how influential the Harry Potter series has been on my life. It was released around the time I was born, and I can't really ever remember a time when it wasn't my favorite world to escape into. Harry Potter and the Philosopher's Stone is the first book I can remember becoming a fan of, and wanting to read it again straight away. I'm not even going to pretend that I can judge this without bringing over my fondness for the books."
Star Wars,"Seriously, this movie should have swept the Razzies. The cast is trying so hard, they really are. But there was never any saving this mess from the constant rewrites, lack of any trilogy planning, JJ Abrams-isms, and comeplte disconnect from the fans that Disney has proven with this franchise."
Batman,"The Batman movie franchises have gone to good (Batman and Batman Returns) to mediocre (Batman Forever)to out right terrible (Do I need to mention it?). Superhero movies have had some hits like Spiderman 1 and 2, X-men 2 to some bad ones like The Hulk, Daredevil, and Catwoman. Batman Begins is finally a superhero movie thats dark, gritty and most importantly a good time. Those who have shunned superhero movies in the past will want to see this one. The characters and the ideas about crime are fascinating."
Star Wars,Good: last of the trilogy
Harry Potter,"""Harry Potter and the Sorcerer's Stone"" is a wonderful movie. This comes from a Harry Potter illiterate. The story and movie are very reminiscent of the Star Wars mythology. Orphan Harry has special gifts-- an undeveloped and natural power. He like Luke Skywalker is the chosen One. So he must be trained. In Harry's case this takes place at the Hogwart School of Witchcraft and Wizardry. Harry is to become a great wizard, like Luke becomes a powerful Jedi. Along the way, we learn that there is a very powerful and seductive ""dark side"" to Magic. Ultimately the path is a choice or perhaps a sacrifice. Harry feels alone and incomplete-- he yearns for his dead parents. The whole scene with Harry sitting in front of the Mirror of Erised and speaking with Richard Harris as Dumbledore (Hogswart Headmaster) made it for me. Dumbledore says that men have gone mad looking into the Mirror living their dreams, ""...forgetting to live."" Great stuff. Looks like the other books may be darker as Harry seeks out the man responsible for murdering his parents. Also the message that true magic does not come from books, rather from friendship, bravery, and ultimately love is touching. The movie is a magical journey of a hero, Harry. "
Star Wars,"I heard this movie was bad but I had no idea it was going to be this bad; it was probably even worse than the Last Jedi and that's says all you need to know. Of course, it isn't all JJ Abram's fault for several reasons:"
Batman,"I knew from the beginning of production of this film that the Batman franchise and legacy was in good hands. Although the choice of Christopher Nolan as the director is an unconventional one...I knew he could make crap into gold with his talents. The cast is unbelievable, the special effects are dazzling enough that they don't steal from the story like in previous superhero films. Also unlike previous superhero films(namely the other Batman films) they don't hand the movie over to a mega-star actor as an over-the-top villain. They rather give talented actors enough screen time to get their character across."
Harry Potter,"So, to set the scene a little bit, I believe this is the third time I've seen this movie. I read the nearly all the books when they came out and watched just the first one when it released and then, over lockdown pounded out the whole series. Thought I'd come back to it again and give it a more critical eye."
Star Wars,"This was just rubbish, totally trashed the Star Wars storyline. So basically the palpatine name wiped out the skywalker line and assumed the skywalker name in the end. Just complete junk.....I cannot believe this movie is rated so well. The 3 new Star Wars that came out totally ruined the franchise. The story is terrible, it's too rushed, and just does not have the Star Wars feel. It would have been infinitely better if Rey had actually been a skywalker, but no she's a flipping palpatine!!Palpatine!!! Complete garbage, these episodes need to be forgotten, and Disney needs to go back to the drawing board and get Lucas to direct them again. I mean, they had all the books there that could have drawn from, people would have been immensely happy had they just gone by what's already there, and built off of that, but no, They went off on their own stupid, ridiculous ideas that make no sense and, make it feel like every other trash, empty Hollywood blockbuster that has ever come out. COMPLETE GARBAGE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
Harry Potter,"I have not and have no intention of reading the books- nothing against them, they just aren't my cup o'tea. I hesitated seeing this film not because of no interest in those books- but because of the director- I have found his films to be trite and cheap and very formula- straight from the Speilberg school of ""once I've made my first ba-zillion I can sell out and never have to be creative again"". This film has good camera work. It has current state effects. It has a pace akin to running a 24fps film at 1000fps. It's shallow- it asks you to buy into all of it without explanation. There's a fakeness to it leaving me feeling like I had molten Saran-wrap poured over me. I don't care about the characters because they were simply place-holders- no personalities. Harry is so two-dimensional as to make a sheet of paper more intriguing. Perhaps the ""genre"" just doesn't appeal here. Fans (and most people are either a fan or not- no ""in-betweens"") ballyhoo this film with that glazed-eye look of cult religionists. Yuck."
Star Wars,"This isn't George Lucas vision of Star Wars. Neither is it some talented and visionary directors vision of Star Wars. This isn't even a high budgeted and dedicated fan movie. This is basically just a movie made by a committee - a movie made by a corporation, trying to pander and please as many demographics as possible. Like; we need to have 50% men and 50% women in the movie - we need to have 25% Asians, 25% Africans, 25% Hispanics and 25% Caucasians (who of course mostly should be evil). There needs to be 27% action, 23% humor, 15% suspense, 18% romance, 19% nostalgia etc. We need to get the old fans back, and we need to lure new and young ones in. We need to introduce a certain amount of new cute and cool creatures, characters, weapons and vehicles that can be sold as toys and put on merchandise."
Harry Potter,Awful. The biggest Xmas turkey of all time. The book has taken the world by storm and yet there's not enough in the movie to interest anybody other than die hard fans who feel they can't miss the incarnation of their favourite characters.
Harry Potter,"Everyone knows that technically this movie is top notch. Special effects, acting, directing; the whole package is as good as it gets. The team has accurately brought the best selling children's fantasy book to the screen, delighting children and earning themselves bank-loads of money."
Harry Potter,Harry Potter and the Sorcerer's Stone (2001) 
Harry Potter,"After watching Crimes of Grindewald which was pretty bad I decided to rewatch all Harry Potter movies. Watching this one again felt like watching it for the first time and nostalgia was present of course. You have to admire young Radcliffe,Watson and Grint because they acted like adults. Great start to amazing franchise."
Batman,"Saw a free screening on Tuesday. I must say, I had my expectations low for this one, as the previous Batman franchises was just cartoony, over the top, and flat out mind dumbing. Why do studios continually think that spending money on 'bankable stars' and special effects will make a ton of money on box office receipts? Granted ""Batman Begins"" has a pretty sizable budget, but they made the right decision with casting actors that can act and hiring a director that shares the same vision of the comic book. You will not see any caricatures of the comic book, but rather be immersed in how Bruce Wayne has that internal conflict of morality as he becomes Batman. Christopher Nolan takes his time developing Bruce Wayne's character in the image that Bob Kane had with his own flair to it. Anyone familiar with Nolan, Christian Bale, and Cillian Murphy's work will not be disappointed with this movie. Make no mistake about it, it is a dark movie, which is what makes it so great. Nolan uses CG effects very sparingly (thank God!)."
Harry Potter,WINGARDIUM LEVIOSA!
Star Wars,"6.7?? Should be 1.7.
I am very sad to see this movie was not any good. People who rated this movie above 4 just don't have heart nor have common sense, in other terms: cast and crew. Bad Robot interns."
Batman,"How quickly in Hollywood has the term 'reimagined' become a cliché? With a heavy does of jade in my mind, I went to a preview screening of Batman Begins. When I left, I realized I had left that jade back in the theatre. Did I go back for it? "
Harry Potter,"To millions of children of all ages, November 16 has been more eagerly anticipated than Christmas, as the long-awaited film version of J. K. Rowling's beloved novel ""Harry Potter and the Sorceror's Stone"" hits the screen."
Star Wars,"I got to say, ""Star Wars: The Rise of Skywalker"", has proved me wrong. It's an absolute best final chapter, and far more better than Rian Johnson's ""Star Wars: The Last Jedi"", because J.J. Abrams and George Lucas has delivered all the great experience in the film, and has delivered the greatest lightsaber duel of all time, that Rian Johnson couldn't deliver in the Last Jedi. There's nothing like the Star Wars series. Episode IX is the final chapter that has a conclusion to the story that is over 40 years of a making. At the beginning of 1977's Star Wars: A New Hope, these are all the story of all 8 Star Wars films to get to Episode IX that is the final chapter of the Skywalker Saga, it has to be Inevitable, Satisfying, Emotional, and Thrilling. J.J. Abrams and George Lucas wants the whole world to see what it's like to feel the ending of Star Wars, as the force will call to us, between the light and the dark side, and we will all feel the force once again. All the main characters and the original characters come together for one very last time for the final saga to end, and it's like nothing you've ever seen before. The previous story of Star Wars have all build and lead to this very last moment. It will go out with a bang, and there is a massive energy to it, that's bigger than anything that I could ever imagine. And it has all the fun. All the excitement, and all the sci-fi action/adventure you'll have to experience in the galaxy, far, far, away..."
Star Wars,"Wow, I can't even believe I'm writing this. I didn't expect much after Episode 8, but I held out some small hope Disney would course correct and deliver a somewhat watchable movie like Rogue One. If anything, I would enjoy Ian McDiarmid hamming it up. But there was truly not one good aspect about this film."
Harry Potter,"This movie beginning of one of the most known and cult film franchizes. And though the first movie about Harry Potter looks too children's and simple, he has begun a series. The plot of the movie as well as book is simple, but as it was fine to watch it for the first time."
Star Wars,"TROS combines the obvious, simplistic conclusion to an arc that Return of the Jedi had with rushed and emotionless attempts at character development. I think when evaluating the sequel trilogy, the issue of a lack of a consistent narrative across the trilogy hurts all three films in the larger story, so I mostly consider each film on its own merits. Each of them and the trilogy would have been much better off with a single writer and vision of the direction the trilogy should go, but since we didn't have that, each movie should just be judged on its own merits. On those grounds, The Rise of Skywalker fails to convince the audience of its character arcs or generate any investment in the inevitable outcome. Rey is severely underwritten, as we don't know to what extent she's really tempted by the Sith or her reasons for and against; all we get is fear of a vision and her family backstory. Kylo had a crucial arc in the previous film which was promptly thrown out the window here in favor of literally the same arc, just done worse. Once again he is told by a higher power to kill Rey, and while he initially tries to turn her, he eventually sides with her. We get a bizarre scene with Han where Kylo is sad and apparently coming around, but it rings hollow because we've seen it before and none of the reasons behind the turn this time are shown. Plenty of plot points don't make sense (how does Palpatine return? lazy writing anyways; how does Rey using a second light saber give her the upper hand? Why doesn't she have all the Sith rush into her as she was assured would happen moments before?), but even beyond that, no emotional beats in the film hit because it's all so contrived. This film feels most on the side of personal rather than true galactic stakes, as we only see effects on others when all the ships come in at the end, and those personal stakes never feel real because of the inevitability of the ending. The Rey/Kylo romance felt really strange, death is toyed with repeatedly for no reason (Chewbacca, Palpatine, Rey, and that girl Poe is into are all examples of this), and Rey going to Tattooine and calling herself Skywalker was the perfect nonsensical bow on top of the absurd film. I think some of the directions they try to take the movie are reasonable, but are poor choices given the decision to retcon the previous film and how little time they have to build different character arcs. Rather than build on VIII or set more realistic character goals for this one, they went all in and made a film that's hollow from start to finish. While it's representative of the disjointed trilogy overall, it's a shame that such a beloved franchise ended so underwhelmingly."
Harry Potter,"I watched all Harry Potter movies when I was 7 years old. After five years I watched the movies again at 12 years old and I feel this saga a classic, well, it is a classic. I started reading the first book like one day ago. Which my mom gave to me when I was a little kid. I like Harry Potter a lot and I would watch all the saga again"
Batman,"'Batman Begins' started on the right foot and started the best superhero trilogy of all time. In this film, the protagonist character is so well represented, that the whole environment around him seems to reinforce his characteristics. Gotham City has never been so well represented, and the scenarios that gave life to the city made it seem that it was always night and that perfectly portray the darkness experienced by the bat man. To complete such harmony, the plot created in the viewer a sense of reality so well thought out that darkness seemed to be everywhere, except in the moments of light from Bruce's past in the dear Wayne mansion, or when it involved him with other dear characters, like Rachel and her butler Alfred. And, magnificently, the villains Falcone, Scarecrow and Ra's Al Ghul only magnify the story further by gradually causing terror in Gotham, spreading crime until it reaches the main point that gives life to the bat man, protecting the city from its own destruction, and justly the one who contributed most to bringing Batman to life became the one who most needed to get him out of the way simply because of a divergence of opinions that define a hero of the villain, although still within the line of justice. It is an intelligent morality and better preached than in any other superhero film, and that define hero as such, but that still makes you understand and admire the lines of reasoning of all the characters, including the villains. If you have never been satisfied with superhero stories so far and consider them silly, watch this movie and you will never have the same opinion again, and you will see that reality is much more like comic fiction than you think."
Harry Potter,"I'm not sure why, but I never really enjoyed reading or watching Harry Potter and the philosopher's stone. It feels very childish and aimed at a younger audience. Not to mention that the actors look a lot younger than 11. I felt a bit bored watching it and didn't really enjoy it. Nonetheless, it is Harry Potter, so I will give it a 5."
Harry Potter,A legendary beginning to a legendary franchise. The story of the film is great. Each role fits perfectly with the actor. Has great CGI and visuals. Can't stress this enough... go watch it.
Harry Potter,That's right. I grew up as a snot nosed kid during the hype of Harry Pot head. I mean Harry Potter. The hype was annoying during those days.
